customer_id,first_name,last_name,gender,email,phone_number,street_address,city,state,zip_code,country,signup_date,birth_date,loyalty_status,preferred_channel,marketing_opt_in,lifetime_value,return_rate,customer_status
988662,Jerry,Jackson,M,jerry.jackson54@icloud.com,(264)313-9189,9876 Willow St,San Diego,CA,92831,USA,2021-05-18,12/06/1965,Gold,Mobile App,True,288.5,0.5408,Active
460663,Pamela,Thomas,F,pamela.thomas79@gmail.com,(784)626-4068,1502 Spring Rd,Washington,DC,18870,USA,2019-08-12,02/17/1981,Silver,Web,True,359.03,0.0315,Inactive
733052,Anna,Allen,F,anna.allen61@gmail.com,(596)582-5155,366 Sunset Ave,Louisville,KY,55193,USA,2023-09-11,10/28/1956,Bronze,Web,True,170.76,0.1329,Active
377370,Janet,Nelson,F,janet.nelson46@hotmail.com,(997)901-8612,7940 Pine Blvd,Oklahoma City,OK,18270,USA,2019-03-01,10/30/1984,Bronze,Web,True,41.24,0.1799,Active
946335,Robert,Jackson,M,robert.jackson41@icloud.com,(756)684-5150,699 Washington Ln,San Antonio,TX,56789,USA,2018-06-29,11/23/1972,Silver,Mobile App,False,1026.6,0.1082,Active
145561,Samuel,Perez,M,samuel.perez52@icloud.com,(547)391-9129,8251 Sunset Pl,Dallas,TX,44959,USA,2019-05-25,01/07/1988,Platinum,Web,True,125.61,0.1503,Churned
865179,Patrick,Ramirez,M,patrick.ramirez42@gmail.com,(535)876-5843,5121 Meadow Ter,Chicago,IL,65851,USA,2022-10-30,03/11/1971,Gold,Web,True,381.54,0.067,Active
581741,Rachel,Lewis,F,rachel.lewis46@icloud.com,(481)854-1939,1329 Highland Rd,Jacksonville,FL,77251,USA,01/06/2023,10/19/1958,Bronze,Web,False,58.41,0.3839,Active
662275,Patricia,Martinez,F,patricia.martinez31@outlook.com,(570)592-1530,2613 Meadow Rd,Las Vegas,NV,58760,USA,2022-11-30,02/14/1958,Bronze,In-Store,True,147.95,0.3282,ACTIVE
230889,Dennis,Jones,M,dennis.jones41@hotmail.com,(316)226-4048,8276 Spring Ct,Denver,CO,,USA,07/18/2019,07/02/2002,Gold,Mobile App,True,408.32,0.1819,Inactive
496922,Steven,Roberts,M,steven.roberts37@icloud.com,(404)325-3223,1313 Meadow Blvd,Dallas,TX,68341,USA,2023-01-02,04/02/1974,Silver,Phone,False,417.52,0.1403,Active
182627,Gregory,Lee,M,gregory.lee38@hotmail.com,(928)926-3852,6022 Spring Dr,El Paso,TX,25907,USA,2021-11-24,10/28/1960,Bronze,Email,True,389.68,0.2232,Inactive
678856,Sarah,Thomas,F,sarah.thomas74@gmail.com,(764)332-2412,1177 River Ct,Louisville,KY,72739,USA,2023-07-17,05/11/1957,Silver,Web,True,411.0,0.3366,Active
407419,Rebecca,Roberts,F,rebecca.roberts41@icloud.com,(677)896-9476,5744 Elm Pl,Columbus,OH,93859,USA,2024-06-12,08/13/1961,Gold,In-Store,True,289.74,0.5561,Active
969693,Nancy,Roberts,F,nancy.roberts8@hotmail.com,(511)368-3653,5386 Lake Rd,Phoenix,AZ,78012,USA,2022-11-08,02/11/2000,Silver,Mobile App,False,551.01,0.1995,Inactive
759176,David,Taylor,M,david.taylor39@yahoo.com,(714)856-3762,9796 Birch Blvd,San Antonio,TX,32439,USA,2024-03-06,[null],Bronze,Web,True,795.48,0.2935,Active
748564,Janet,Hill,F,janet.hill4@gmail.com,(856)989-5336,3553 Birch Ct,Austin,TX,91016,USA,2024-04-27,09/11/1958,Silver,Email,False,63.03,0.3118,Inactive
479201,Gary,Green,M,gary.green88@gmail.com,(664)274-1981,2689 Meadow Ct,Seattle,WA,73471,USA,2021-04-01,02/07/1982,Bronze,Phone,True,170.13,0.1404,Active
705397,Anthony,Perez,M,anthony.perez41@outlook.com,(608)333-7070,8537 Willow Ave,Nashville,TN,51827,USA,2019-08-12,01/16/1983,Gold,Web,False,67.09,0.3717,Active
301629,Cynthia,Davis,F,cynthia.davis7@gmail.com,(593)830-7850,4167 Pine Rd,Dallas,TX,85718,USA,2023-01-16,03/29/1977,Platinum,Phone,True,116.9,0.2139,Active
838797,Matthew,Carter,M,matthew.carter40@gmail.com,(292)602-9281,7591 Lake Dr,Philadelphia,PA,86460,USA,2023-08-03,03/06/2001,Bronze,Web,True,496.64,0.087,Active
172933,Michael,Brown,M,michael.brown2@icloud.com,(337)470-6992,6706 Sunset St,San Jose,CA,62505,USA,2023-07-21,03/21/1997,Bronze,Web,True,761.35,0.2438,Active
148050,Larry,Scott,M,larry.scott65@gmail.com,(763)486-2946,2208 Cedar Ct,San Antonio,TX,58915,USA,2022-01-24,11/21/1980,Platinum,In-Store,True,2159.18,0.0619,Inactive
793384,Stephen,White,M,stephen.white52@yahoo.com,(239)340-6456,7861 Spring Way,Memphis,TN,29521,USA,2019-08-14,11/09/1972,Silver,Phone,True,575.92,0.1759,Active
338968,Angela,Rodriguez,F,angela.rodriguez79@outlook.com,(807)544-9311,8451 Willow Way,Austin,TX,83783,USA,2021-07-28,07/30/1969,Silver,Web,True,385.85,0.0701,Active
910620,Jacob,Johnson,M,jacob.johnson75@gmail.com,(942)904-1436,9879 Forest Ln,Jacksonville,FL,95929,USA,2021-09-18,10/31/1964,Bronze,Email,False,44.43,0.1249,Active
403445,Pamela,Anderson,F,pamela.anderson81@icloud.com,(351)897-4968,617 Birch Ave,Boston,MA,35006,USA,2018-07-30,02/07/1998,Bronze,Mobile App,True,307.66,0.1413,Inactive
183667,JEFFREY,Lee,M,jeffrey.lee53@icloud.com,,2362 Spring Dr,Columbus,OH,83516,USA,2019-09-13,01/18/1992,Silver,Web,False,184.05,0.3275,Active
996865,Raymond,Walker,M,raymond.walker59@outlook.com,(759)562-5331,8032 Washington Dr,San Francisco,CA,46569,USA,2022-03-24,02/24/1983,Bronze,Mobile App,False,10.2,0.2873,Active
344098,DONNA,Anderson,F,donna.anderson63@gmail.com,(557)773-5480,4815 Cedar Ter,San Jose,CA,98686,USA,2021-03-29,08/06/1973,Bronze,Mobile App,False,338.81,0.0802,Active
205907,Deborah,Sanchez,F,deborah.sanchez37@yahoo.com,(554)652-5201,7949 Washington Dr,Portland,OR,80592,USA,2021-11-14,02/21/1968,Silver,Mobile App,True,526.51,0.1223,Active
498591,Stephen,Hall,M,stephen.hall76@gmail.com,(251)885-9700,3797 Lake St,Dallas,TX,23133,USA,2019-07-17,10/19/1964,Silver,Mobile App,True,445.63,0.1993,Inactive
391476,Kevin,Rivera,M,kevin.rivera71@hotmail.com,(616)868-8793,7922 Washington Ln,Indianapolis,IN,52096,United States,2019-02-16,05/02/1967,Gold,Web,True,189.4,0.077,Active
575435,Samuel,Brown,M,samuel.brown93@yahoo.com,(379)627-3880,695 Highland Way,Albuquerque,NM,34420,USA,2019-01-02,11/01/1975,Gold,Phone,True,319.57,0.2635,Active
766563,Robert,Smith,M,robert.smith43@gmail.com,(856)756-9590,8192 Elm Pl,San Jose,CA,71344,USA,2024-05-15,08/17/1964,Bronze,In-Store,False,144.57,0.0517,Inactive
974628,Matthew,Davis,M,matthew.davis92@gmail.com,(954)545-5833,9402 Washington Blvd,Austin,TX,90079,USA,2019-10-28,03/03/1996,Bronze,Web,True,359.24,0.1515,Churned
482554,Jason,Allen,M,jason.allen24@icloud.com,(531)454-1111,4372 Highland Dr,Austin,TX,68554,USA,2018-12-22,12/17/1990,Bronze,In-Store,False,208.69,0.2487,Active
270555,Kevin,Martin,M,kevin.martin47@yahoo.com,(883)321-8625,5126 Pine Ct,Denver,CO,99925,USA,2024-06-04,01/10/1956,Bronze,Web,True,545.2,0.1606,Active
488162,Carolyn,Roberts,F,carolyn.roberts29@gmail.com,(336)689-3509,7554 Cherry Rd,San Jose,CA,64505,USA,2019-04-26,06/20/1981,Silver,Mobile App,True,643.46,0.0233,Inactive
472528,Kathleen,Carter,F,kathleen.carter77@yahoo.com,(738)657-9653,6027 Maple Ter,Seattle,WA,24707,USA,2020-06-13,03/14/1977,Gold,Mobile App,False,207.52,0.1655,Inactive
319684,Stephen,Allen,M,stephen.allen67@gmail.com,(896)410-9008,1589 Spring Way,San Antonio,TX,17292,USA,06/03/2024,null,Bronze,Mobile App,True,373.18,0.2127,Active
802729,THOMAS,Allen,M,,(605)460-1049,3670 Birch Ave,Columbus,OH,15936,USA,2023-02-15,03/06/1960,Bronze,Web,True,50.48,0.168,Active
379946,Brian,Hall,M,brian.hall9@icloud.com,(232)493-7698,3048 Elm Ct,Chicago,IL,59081,USA,2024-01-26,05/28/1960,Bronze,In-Store,False,1454.33,0.3649,Active
835911,Jeffrey,Harris,M,jeffrey.harris45@gmail.com,(750)602-9664,2186 Lake St,Fort Worth,TX,12979,USA,2018-11-25,12/06/1966,Silver,Email,False,519.73,0.3672,Inactive
816751,Ryan,Baker,M,ryan.baker30@gmail.com,(554)358-5516,3188 Cedar St,Boston,MA,96533,USA,2024-02-09,01/18/1993,Silver,Email,True,1205.82,0.3636,Suspended
779514,Brandon,Roberts,M,brandon.roberts13@icloud.com,(812)888-1797,4109 Main Ct,Albuquerque,NM,67535,USA,2018-03-06,08/04/1976,Bronze,In-Store,True,277.91,0.447,Active
174870,Anna,Wilson,F,anna.wilson38@gmail.com,(949)789-6224,9561 Cherry Rd,Memphis,TN,41051,USA,2018-08-20,07/28/1967,Bronze,Mobile App,True,965.98,0.1787,Inactive
738720,Charles,Nelson,M,charles.nelson8@hotmail.com,(841)895-7999,9207 Forest St,San Francisco,CA,55143,USA,2020-06-24,02/07/1992,Bronze,Mobile App,True,961.66,0.424,Inactive
765822,Eric,Lee,M,eric.lee49@gmail.com,(750)684-4948,3792 River Blvd,Washington,DC,70689,USA,2022-09-02,08/17/1991,Bronze,Mobile App,True,551.44,0.0777,Churned
279451,STEPHEN,Clark,M,stephen.clark32@gmail.com,(538)862-2295,7469 Sunset Ave,Columbus,OH,80206,USA,2024-04-01,07/19/2002,Gold,Mobile App,True,4.37,0.1839,Active
660086,Linda,Moore,F,linda.moore98@hotmail.com,(690)413-6455,5067 Oak Dr,Fort Worth,TX,34906,USA,2018-06-11,07/12/1961,Bronze,Web,True,491.12,0.4176,Churned
864544,Jack,Carter,M,jack.carter31@outlook.com,(589)677-9743,5986 River Ln,Indianapolis,IN,57139,USA,2020-09-20,05/07/1973,Platinum,Web,True,372.04,0.3746,Active
356702,Amy,Robinson,F,amy.robinson48@gmail.com,(246)776-4625,2490 Oak Ln,Houston,TX,82523,USA,2023-04-08,09/24/1983,Bronze,Phone,False,70.18,0.3576,Active
271339,Emma,Campbell,F,emma.campbell30@gmail.com,(451)711-6530,4316 Forest Way,Columbus,OH,70401,USA,2021-04-24,09/03/1968,Silver,Mobile App,True,121.56,0.3415,Active
584714,Janet,Thompson,F,janet.thompson70@yahoo.com,(736)234-2217,894 Oak Ct,Philadelphia,PA,28021,USA,2019-07-28,10/23/1998,Gold,Web,True,94.5,0.052,Active
497887,Barbara,Rivera,F,barbara.rivera48@gmail.com,(853)882-8916,8093 Oak St,Phoenix,AZ,79758,USA,2018-02-07,08/16/1974,Bronze,Web,True,1016.17,0.0969,Active
383060,Rebecca,Smith,F,rebecca.smith37@gmail.com,(914)890-8054,3037 Cedar Ave,New York,NY,78732,USA,2023-12-09,08/25/1979,Bronze,Mobile App,True,59.82,0.4441,Suspended
771088,Ashley,Gonzalez,F,ashley.gonzalez35@yahoo.com,(582)615-8520,9356 Lake Dr,Nashville,TN,49318,USA,2023-11-27,08/24/1977,Silver,Email,False,170.43,0.1037,Active
821590,Samuel,Adams,M,samuel.adams49@yahoo.com,(852)209-3807,1454 Forest Ct,Memphis,TN,94529,USA,2018-05-10,05/22/1963,Bronze,Web,True,553.0,0.3654,Active
684004,Larry,Miller,M,larry.miller89@icloud.com,(477)247-2218,4693 Willow Ter,Milwaukee,WI,96259,USA,2023-12-04,10/26/1958,Bronze,In-Store,True,140.38,0.4084,Active
330283,Daniel,Lee,M,daniel.lee92@yahoo.com,(506)366-4939,9384 Highland Pl,New York,NY,53480,USA,2020-04-28,12/08/1967,Gold,Web,False,34.31,0.1547,Active
817870,Dennis,Mitchell,M,dennis.mitchell45@gmail.com,(647)437-2245,5680 Cherry Ter,Phoenix,AZ,88067,USA,2018-11-18,12/05/1999,Bronze,Web,False,245.16,0.0499,Active
440035,Jerry,Lee,M,jerry.lee46@icloud.com,(642)390-7227,1504 Cherry Ln,New York,NY,42302,USA,2021-01-24,06/03/1995,Bronze,Mobile App,True,811.7,0.08,Inactive
983794,David,Moore,M,david.moore41@gmail.com,(293)205-6050,7386 Sunset Ln,Phoenix,AZ,23399,USA,2022-04-06,11/03/1968,Bronze,Web,False,50.02,0.2266,Active
905635,Elizabeth,Lopez,F,elizabeth.lopez4@gmail.com,(767)295-6315,6411 Oak Ln,Columbus,OH,64238,USA,2023-01-13,12/21/2000,Bronze,Phone,True,349.13,0.3911,Active
913694,Jerry,Garcia,M,jerry.garcia22@hotmail.com,(342)475-5933,4497 Forest Blvd,Boston,MA,18292,USA,2024-04-10,10/11/1976,Silver,Mobile App,True,24.47,0.1379,Suspended
158655,Sharon,Moore,F,sharon.moore47@gmail.com,(452)938-9123,9828 Cherry Dr,Columbus,OH,70012,USA,2021-05-12,06/11/1998,Bronze,Mobile App,False,229.31,0.0716,Active
340174,Thomas,Martin,M,thomas.martin49@outlook.com,(650)542-8055,9838 Elm Ln,New York,NY,52030,USA,2022-06-09,10/21/1984,Silver,In-Store,False,77.19,0.2136,Inactive
961722,Rachel,Gonzalez,F,rachel.gonzalez41@gmail.com,NAN,9535 Lake Rd,Indianapolis,IN,59290,USA,07/10/2021,12/08/1970,Silver,Web,False,140.13,0.2077,ACTIVE
133659,Ronald,White,M,ronald.white70@gmail.com,(986)763-1440,7663 Washington Way,Houston,TX,48185,USA,2024-04-28,12/04/1972,Bronze,Phone,True,500.71,0.104,Churned
944151,Edward,Baker,M,edward.baker85@gmail.com,(633)586-2211,7457 Cherry Way,Indianapolis,IN,86315,USA,2019-07-25,03/03/1982,Bronze,Mobile App,True,402.15,0.0973,Churned
430776,Jonathan,Allen,M,jonathan.allen47@yahoo.com,(311)987-5067,5916 Pine Ter,Albuquerque,NM,15806,USA,2022-09-10,04/19/1958,Silver,Mobile App,False,13.82,0.2334,Active
520651,Katherine,Baker,F,katherine.baker56@gmail.com,(300)464-4637,8466 Spring Pl,Oklahoma City,OK,86089,USA,2022-06-25,09/30/1984,Bronze,Mobile App,False,411.19,0.3505,Active
380746,Sandra,Lewis,F,sandra.lewis76@hotmail.com,(553)225-8909,1812 River Ct,Jacksonville,FL,21253,USA,2022-05-22,07/17/1996,Bronze,In-Store,False,411.58,0.2497,Active
169403,Patrick,Martinez,M,patrick.martinez27@outlook.com,(687)299-8178,7512 Park Ave,Jacksonville,FL,49356,USA,2021-07-01,10/11/1985,Silver,Phone,True,505.05,0.1866,Active
321231,Alexander,Davis,M,alexander.davis22@hotmail.com,(728)378-3623,5522 Willow Ct,New York,NY,70562,USA,2021-11-06,10/23/1964,Bronze,Phone,False,393.48,0.2999,Churned
694731,Stephanie,Green,F,stephanie.green95@hotmail.com,(660)806-8037,6470 Oak Dr,Philadelphia,PA,null,USA,2020-02-03,10/08/1993,Platinum,Web,True,250.39,0.084,Inactive
852787,Dennis,Rivera,M,dennis.rivera69@gmail.com,(533)401-8496,1967 Hill Way,Louisville,KY,79168,USA,2018-09-14,02/17/1964,Bronze,Mobile App,False,680.46,0.0833,Churned
429963,Scott,Harris,M,scott.harris59@outlook.com,(829)804-2388,2294 Park Ave,Nashville,TN,41270,USA,2022-05-27,04/01/1965,Bronze,In-Store,True,604.15,0.2704,Active
322955,Joseph,Lopez,M,joseph.lopez77@gmail.com,(592)633-4043,8073 Willow Blvd,Jacksonville,FL,82733,USA,2019-08-03,10/29/2000,Bronze,Web,True,78.14,0.0496,Active
787277,Amy,Jackson,F,amy.jackson80@gmail.com,(567)209-8939,2336 Washington Ct,Phoenix,AZ,83607,USA,2020-02-06,03/23/1983,Silver,Mobile App,False,612.26,0.2361,Active
623481,Katherine,Young,F,katherine.young57@gmail.com,(284)778-1505,3713 River St,Columbus,OH,46025,USA,2023-07-08,04/15/1992,platinum,Email,False,326.13,0.1555,Suspended
514850,Anna,Jackson,F,anna.jackson15@outlook.com,(993)756-7010,8980 Main Way,Philadelphia,PA,81611,USA,2023-02-17,06/09/1999,Gold,Mobile App,True,38.92,0.2404,Active
774079,Sharon,Miller,F,sharon.miller5@gmail.com,(556)289-8193,2023 Lake Dr,Boston,MA,87060,USA,2020-10-10,09/16/1981,Silver,Web,False,132.46,0.1355,Active
581141,Alexander,Flores,M,alexander.flores27@yahoo.com,(783)559-9720,4705 Cherry Pl,Oklahoma City,OK,32069,USA,2022-10-20,11/21/1969,Bronze,Phone,True,268.3,0.1221,Active
249811,Alexander,Jackson,M,alexander.jackson66@yahoo.com,(338)968-7743,1071 Hill Blvd,San Jose,CA,27392,USA,06/03/2024,12/26/1978,Gold,Phone,False,50.88,0.269,Active
377746,Karen,Rivera,F,karen.rivera74@icloud.com,(584)662-2237,1625 Highland Pl,Austin,TX,46467,USA,2020-10-10,03/26/1990,Gold,In-Store,True,226.41,0.3766,Active
246413,Ryan,Young,M,ryan.young59@outlook.com,(264)747-7516,3668 Valley Dr,Austin,TX,74843,USA,2018-01-11,05/11/1963,Bronze,Email,False,85.24,0.1714,Active
358607,Joshua,Jackson,M,joshua.jackson63@yahoo.com,(247)301-8529,366 Cedar Blvd,Austin,TX,67840,USA,2024-02-20,09/19/1966,Bronze,Web,True,689.32,0.2999,Churned
881177,James,Ramirez,M,james.ramirez36@gmail.com,(569)456-2350,6192 Pine St,San Antonio,TX,61949,USA,2019-06-25,01/30/1982,Bronze,Email,True,211.53,0.2191,Inactive
688637,Patrick,Hall,M,patrick.hall91@gmail.com,(418)688-2276,2274 Birch Dr,Memphis,TN,78084,USA,2020-08-17,07/05/1993,Bronze,Web,False,548.16,0.0305,Inactive
665158,James,Smith,M,james.smith55@icloud.com,(272)434-7276,1563 Cedar Ave,Washington,DC,51071,USA,2021-11-08,10/26/1965,Bronze,Mobile App,False,443.82,0.1129,Active
375504,Kenneth,Rodriguez,M,kenneth.rodriguez73@gmail.com,(865)368-8210,5853 Washington Blvd,Fort Worth,TX,63963,USA,2019-06-30,10/26/1967,Silver,Mobile App,True,1506.99,0.1019,Churned
883300,Debra,Lewis,F,debra.lewis18@icloud.com,(559)639-6152,2390 Lake Ln,Las Vegas,NV,94491,USA,2020-06-08,10/11/1962,Silver,Email,False,170.27,0.09,Active
712982,Donald,Scott,M,donald.scott85@hotmail.com,(730)821-9348,3190 Highland Ln,Nashville,TN,94694,USA,2021-03-13,05/28/1957,Gold,In-Store,False,104.39,0.2272,Suspended
549245,Donald,Young,M,donald.young77@gmail.com,(212)569-6185,2262 Highland Ter,Fort Worth,TX,65163,USA,2019-04-07,08/17/1976,Silver,Mobile App,True,130.08,0.0819,Active
711878,Jonathan,Baker,M,jonathan.baker9@gmail.com,(420)240-1990,6620 Spring Ln,Philadelphia,PA,92388,USA,2023-04-14,07/19/1961,Bronze,Mobile App,True,53.58,0.1522,Active
518801,Heather,Clark,F,heather.clark69@outlook.com,(285)517-2294,8477 Washington Blvd,Columbus,OH,80305,USA,2022-07-06,05/24/1962,Bronze,Web,True,382.96,0.2433,Active
479580,Ronald,Nguyen,M,ronald.nguyen94@hotmail.com,(259)450-2412,7218 Cedar Way,Oklahoma City,OK,90254,USA,2018-09-28,10/29/1982,Bronze,Web,False,434.76,0.0571,Active
329974,Linda,Martin,F,linda.martin18@hotmail.com,(708)555-9568,8574 Hill Blvd,El Paso,TX,58741,USA,2019-12-21,09/18/1965,Platinum,Mobile App,True,234.42,0.1816,Active
245051,Catherine,Roberts,F,catherine.roberts4@gmail.com,(639)478-9582,1146 Hill Ter,Las Vegas,NV,92251,USA,2021-01-05,08/04/1965,Bronze,Mobile App,False,497.5,0.2929,Churned
634277,Gary,Robinson,M,gary.robinson73@gmail.com,(361)461-2685,9502 Cedar Dr,San Francisco,CA,76692,USA,2022-01-15,12/22/1959,Silver,Mobile App,True,613.26,0.0973,Active
617488,Robert,Smith,M,robert.smith20@gmail.com,(236)766-7870,3778 Park Dr,San Diego,CA,64559,USA,2018-07-08,04/28/1997,Platinum,In-Store,True,464.79,0.0781,Inactive
195325,PAUL,Jones,M,paul.jones7@gmail.com,(728)247-7568,1229 Meadow Ln,Denver,CO,50723,USA,2022-03-08,09/17/1965,Bronze,Web,True,273.5,0.3665,Active
892495,David,Scott,M,david.scott73@hotmail.com,(675)577-9083,3301 Willow Dr,Charlotte,NC,29735,USA,2018-02-02,02/05/1988,Bronze,Web,True,87.12,0.2783,Inactive
149405,Edward,Johnson,M,edward.johnson89@outlook.com,(201)977-7164,5138 Cedar Dr,San Diego,CA,79443,USA,2024-01-28,01/29/1986,Platinum,Web,True,585.19,0.2397,Active
214975,Rebecca,Young,F,rebecca.young30@icloud.com,(917)581-8511,1491 Birch Ave,Los Angeles,CA,76247,USA,2019-08-07,02/08/1980,Bronze,Phone,,86.32,0.3716,Inactive
260265,Samantha,Sanchez,F,samantha.sanchez17@gmail.com,(467)522-7438,5445 Park Way,Chicago,IL,45645,USA,2024-05-14,08/02/1960,Silver,In-Store,,57.83,0.0497,Inactive
757924,Barbara,Gonzalez,F,barbara.gonzalez58@gmail.com,(616)323-9780,5970 Washington Way,Phoenix,AZ,50410,USA,2019-03-23,12/10/1968,Silver,Mobile App,True,659.63,0.3031,Active
267753,Steven,Davis,M,steven.davis90@hotmail.com,(535)351-2494,4166 Sunset Ct,Chicago,IL,77300,USA,2019-10-08,04/17/1982,Bronze,Web,False,80.16,0.1202,Inactive
